age,streaming_service,hours_per_day,while_working,instrumentalist,composer,favorite_genre,exploratory,foreign_languages,bpm,freq_classical,freq_country,freq_edm,freq_folk,freq_gospel,freq_hiphop,freq_jazz,freq_kpop,freq_latin,freq_lofi,freq_metal,freq_pop,freq_rnb,freq_rap,freq_rock,freq_video_game,anxiety,depression,insomnia,ocd,music_effects
30,Other streaming service,1.0,No,No,No,Country,No,No,119.0,Never,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8,10,2,0,Improve
40,Apple Music,2.0,Yes,No,No,Metal,Yes,Yes,120.0,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,3,6,2,1,No effect
64,I do not use a streaming service.,4.0,Yes,No,No,Rock,No,No,200.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4,4,2,1,Improve
14,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,136.0,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7,5,2,6,Improve
26,YouTube Music,6.0,Yes,No,No,Rock,Yes,No,104.0,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Very frequently,Never,3,2,0,0,No effect
35,Spotify,4.0,Yes,Yes,Yes,Country,Yes,Yes,90.0,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,9,9,5,1,Improve
33,Other streaming service,1.0,No,No,No,Rock,No,No,120.0,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Never,3,10,4,1,No effect
30,Spotify,6.0,Yes,No,No,Folk,Yes,Yes,89.0,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Never,9,0,5,0,No effect
31,Spotify,2.0,No,Yes,No,Metal,Yes,Yes,95.0,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,7,6,6,5,Improve
27,Spotify,5.0,Yes,No,Yes,Folk,Yes,Yes,140.0,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Very frequently,0,9,4,0,Improve
53,I do not use a streaming service.,1.5,No,No,No,Pop,Yes,Yes,92.0,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,2,2,2,1,No effect
23,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,120.0,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,6,9,2,1,Improve
25,Spotify,2.0,Yes,No,Yes,EDM,Yes,No,128.0,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,6,4,1,0,Improve
16,Apple Music,4.0,Yes,Yes,No,K pop,Yes,Yes,140.0,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,8,9,4,0,Improve
18,Spotify,2.0,Yes,Yes,Yes,Rock,Yes,No,125.0,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Never,6,7,4,3,Improve
29,Spotify,5.0,Yes,Yes,Yes,Classical,Yes,Yes,90.0,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,7,2,2,0,Improve
31,YouTube Music,6.0,Yes,No,No,EDM,Yes,Yes,136.0,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,8,6,5,6,No effect
31,Spotify,1.0,No,No,No,Rock,No,Yes,132.0,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,3,10,0,0,Worsen
38,Spotify,6.0,Yes,Yes,No,Pop,Yes,Yes,107.0,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9,4,9,7,Improve
17,Spotify,4.0,No,Yes,No,Classical,Yes,Yes,135.0,Very frequently,Never,Never,Never,Never,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,7,9,2,8,Worsen
25,Apple Music,2.0,No,No,No,EDM,No,Yes,171.0,Never,Sometimes,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10,3,1,4,Improve
20,Spotify,2.0,No,Yes,Yes,Metal,No,Yes,220.0,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Rarely,0,0,0,1,No effect
15,Spotify,2.0,Yes,No,No,EDM,No,No,171.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,9,6,1,7,No effect
16,Spotify,4.0,Yes,No,Yes,Lofi,Yes,No,85.0,Rarely,Rarely,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,7,1,3,5,Improve
20,Spotify,2.0,Yes,Yes,No,EDM,No,Yes,174.0,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,9,7,5,7,Improve
23,Other streaming service,6.0,Yes,No,No,Rap,Yes,Yes,87.0,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,3,1,2,7,Improve
22,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,77.0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,6,6,8,0,Improve
15,I do not use a streaming service.,5.0,Yes,No,No,Rock,Yes,Yes,126.0,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,10,6,0,4,Improve
17,I do not use a streaming service.,0.5,Yes,Yes,No,Video game music,No,Yes,136.0,Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,6,3,1,1,Improve
22,YouTube Music,1.0,Yes,No,No,Video game music,Yes,Yes,80.0,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Very frequently,3,3,0,7,No effect
21,Spotify,10.0,Yes,No,No,Metal,Yes,Yes,92.0,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,9,10,2,2,No effect
19,Spotify,2.0,Yes,No,No,Pop,No,Yes,120.0,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,7,5,0,2,No effect
32,Apple Music,0.5,No,No,No,Classical,Yes,No,90.0,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,3,0,4,4,No effect
34,YouTube Music,1.0,No,No,No,Rock,No,Yes,138.0,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,9,9,6,4,Improve
18,I do not use a streaming service.,2.0,Yes,Yes,No,Metal,Yes,Yes,150.0,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,5,7,7,2,Improve
21,Spotify,3.0,Yes,No,No,Country,Yes,No,108.0,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,0,8,0,5,Improve
20,Spotify,3.0,No,No,No,Country,Yes,Yes,119.0,Rarely,Very frequently,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,8,4,3,4,Improve
19,Spotify,2.0,Yes,No,No,Country,Yes,No,125.0,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Never,7,2,0,7,No effect
25,I do not use a streaming service.,1.0,No,No,No,Pop,No,Yes,115.0,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9,9,6,9,No effect
31,Spotify,8.0,Yes,Yes,No,Classical,Yes,Yes,90.0,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,5,7,5,4,Improve
21,Spotify,1.0,Yes,Yes,No,Pop,Yes,Yes,85.0,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,5,1,0,0,Improve
31,YouTube Music,1.0,No,No,Yes,Folk,Yes,Yes,113.0,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,4,1,3,0,Improve
20,YouTube Music,1.0,No,No,No,Pop,Yes,No,86.0,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Very frequently,Never,Never,Sometimes,Never,3,5,3,0,Improve
19,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,141.0,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,2,2,0,6,Improve
19,Other streaming service,5.0,Yes,No,No,EDM,Yes,Yes,97.0,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Sometimes,Rarely,0,1,3,5,Improve
23,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,130.0,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,7,8,6,2,Improve
24,I do not use a streaming service.,8.0,Yes,No,Yes,Video game music,Yes,No,120.0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Very frequently,6,4,8,8,Improve
20,Other streaming service,0.7,No,No,No,Rock,No,No,144.0,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Rarely,Never,Very frequently,Rarely,5,6,8,2,Improve
15,Spotify,3.0,No,No,No,Video game music,No,No,84.0,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Never,Very frequently,Very frequently,6,6,2,6,No effect
17,Spotify,7.0,Yes,No,No,Hip hop,No,Yes,84.0,Never,Never,Rarely,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,8,9,3,4,Improve
20,I do not use a streaming service.,1.5,No,Yes,Yes,Video game music,No,Yes,60.0,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Very frequently,8,4,3,3,Worsen
14,Spotify,4.0,Yes,Yes,Yes,Video game music,Yes,Yes,81.0,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Very frequently,8,6,5,7,Improve
24,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,150.0,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,8,8,7,7,Improve
14,Other streaming service,10.0,Yes,No,Yes,Video game music,No,No,95.0,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,Very frequently,5,2,5,0,Improve
23,Spotify,2.0,Yes,Yes,Yes,Rock,Yes,No,138.0,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,6,8,4,2,No effect
28,Apple Music,2.0,Yes,No,No,Rock,No,No,125.0,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,7,5,2,1,No effect
22,Spotify,6.0,Yes,No,No,Jazz,Yes,Yes,140.0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,8,8,7,1,Improve
25,Spotify,0.5,Yes,Yes,No,Rock,Yes,Yes,139.0,Rarely,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,10,2,0,0,Improve
27,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,Yes,100.0,Sometimes,Rarely,Very frequently,Never,Never,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,8,7,7,5,Improve
18,Spotify,5.0,Yes,No,No,Rock,Yes,Yes,125.0,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,8,8,8,6,Improve
17,Apple Music,3.0,Yes,Yes,Yes,Pop,Yes,No,120.0,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,8,10,9,2,Improve
23,Other streaming service,4.5,Yes,No,No,Rock,No,Yes,125.0,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,6,1,8,4,No effect
40,Other streaming service,3.0,Yes,No,No,Rock,Yes,Yes,178.0,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,0,4,4,0,Improve
27,Spotify,20.0,Yes,No,No,Rock,Yes,Yes,125.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8,10,10,8,No effect
18,Spotify,1.0,No,No,No,Pop,Yes,No,100.0,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,3,2,0,1,No effect
16,Spotify,2.5,No,Yes,Yes,Metal,Yes,No,110.0,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,5,3,3,1,Improve
18,Spotify,1.0,No,No,No,Rock,Yes,Yes,108.0,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,8,9,6,1,Improve
23,Spotify,2.0,No,Yes,No,Jazz,No,Yes,125.0,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,10,3,0,10,No effect
15,I do not use a streaming service.,5.0,Yes,Yes,No,Metal,Yes,No,161.0,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Never,6,7,8,2,Improve
20,Apple Music,3.0,Yes,Yes,No,Metal,Yes,No,200.0,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,7,4,7,0,Improve
16,Spotify,3.0,Yes,Yes,No,Rock,Yes,No,125.0,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,9,8,6,2,Improve
16,Spotify,0.5,No,No,No,Rock,No,Yes,156.0,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,8,0,0,0,Improve
20,Apple Music,8.0,Yes,Yes,Yes,Country,Yes,No,120.0,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,8,9,2,5,No effect
33,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,130.0,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Sometimes,Sometimes,Sometimes,7,2,3,0,Improve
22,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,90.0,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Never,10,10,4,0,Improve
21,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,85.0,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,8,8,3,3,Improve
21,Apple Music,5.0,Yes,Yes,No,Metal,Yes,Yes,171.0,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,8,7,7,4,Improve
29,Apple Music,1.5,Yes,No,Yes,Rock,Yes,Yes,108.0,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,8,7,1,2,Improve
56,I do not use a streaming service.,1.0,Yes,No,No,Pop,No,No,105.0,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,6,5,10,2,No effect
17,Spotify,2.0,Yes,Yes,No,Pop,Yes,No,76.0,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,7,6,0,4,Improve
22,Spotify,1.0,Yes,No,No,Pop,No,No,108.0,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Rarely,7,4,0,0,Improve
26,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,140.0,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,8,7,2,10,No effect
30,Spotify,1.0,Yes,No,No,EDM,Yes,Yes,200.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,4,4,4,0,Improve
49,Spotify,2.0,Yes,No,No,Folk,Yes,No,147.0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0,0,2,0,No effect
22,Spotify,2.0,Yes,Yes,Yes,EDM,Yes,Yes,120.0,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,6,4,0,1,Improve
32,Spotify,2.0,No,No,No,Rock,Yes,No,158.0,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,4,7,0,0,Improve
32,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,110.0,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Never,8,4,3,0,No effect
22,YouTube Music,6.0,Yes,No,No,Country,Yes,No,103.0,Never,Very frequently,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,5,5,3,3,Improve
17,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,93.0,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,0,8,0,0,Improve
21,Spotify,4.0,Yes,Yes,No,Rock,Yes,No,62.0,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,7,4,6,1,Improve
17,Spotify,1.5,Yes,No,No,Rock,Yes,Yes,180.0,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,8,7,7,3,No effect
25,Spotify,3.0,Yes,No,No,Metal,No,No,150.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,9,8,6,2,Improve
15,Spotify,4.0,Yes,No,Yes,Rock,Yes,No,105.0,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,8,6,4,0,Improve
13,Spotify,10.0,Yes,No,No,Rap,Yes,No,140.0,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Never,Rarely,7,2,0,8,Improve
38,Spotify,3.0,Yes,No,No,Rock,No,Yes,125.0,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Rarely,Never,Very frequently,Never,6,7,7,7,No effect
23,Apple Music,3.0,No,No,No,Rock,Yes,No,161.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7,6,4,2,Improve
17,Spotify,3.0,Yes,No,No,Pop,Yes,Yes,120.0,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,1,1,1,0,Improve
59,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,103.0,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,1,1,3,0,Improve
22,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,2,7,1,2,Improve
17,Apple Music,3.0,Yes,No,No,Pop,Yes,Yes,113.0,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Rarely,6,2,3,1,No effect
27,Spotify,2.0,No,No,No,Pop,No,No,120.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,7,7,3,2,No effect
23,Spotify,5.0,Yes,Yes,No,Video game music,No,No,95.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8,7,0,3,No effect
15,Spotify,6.0,Yes,No,No,Rock,No,No,97.0,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,8,3,5,2,Improve
22,Spotify,3.0,Yes,Yes,Yes,EDM,Yes,No,140.0,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,5,4,2,0,Improve
23,Spotify,5.0,Yes,No,No,Lofi,Yes,Yes,120.0,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,7,10,10,1,Improve
19,Spotify,5.0,Yes,No,No,Country,Yes,Yes,118.0,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,7,6,8,4,Improve
32,Spotify,6.0,Yes,No,No,Rock,No,No,91.0,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,8,7,0,9,Improve
40,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,128.0,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10,7,3,3,No effect
21,Spotify,3.0,Yes,No,No,Country,Yes,No,86.0,Never,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,6,5,5,3,Improve
21,Spotify,10.0,Yes,No,No,Rock,Yes,Yes,107.0,Rarely,Never,Very frequently,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,8,7,6,8,No effect
23,Spotify,2.0,Yes,No,No,Video game music,Yes,Yes,180.0,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,10,7,7,3,Worsen
35,Spotify,3.0,No,Yes,No,Folk,Yes,No,100.0,Sometimes,Sometimes,Never,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,8,2,2,8,No effect
18,Spotify,1.5,No,No,No,Hip hop,No,No,150.0,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,3,7,4,0,Improve
21,I do not use a streaming service.,10.0,Yes,No,No,Pop,Yes,No,112.0,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,9,7,5,5,Improve
